x,y
-78.87331696,38.42939247
-78.85691774,38.03141527
-78.18534634,39.14980974
-78.16922661,39.0076686
-78.16154885,39.18639098
-78.33038402,39.0066195
-78.15954959,38.97925668
-79.12534336,38.20793401
-78.19377132,38.95958081
-78.16462152,39.33867713
-79.04613644,38.12269159
-78.901084,38.08300555
-79.37012734,37.83562413
-78.35580465,39.01524238
-78.63804705,38.75112674
-78.83452067,38.45282087
-79.02926313,38.13255751
-78.91920365,38.18280976
-78.88537283,38.38405704
-78.59697218,38.39613865
-78.87090326,38.07586866
-78.13788133,39.21640569
-78.19032526,38.96520524
-78.191515,38.92937272
-78.19338762,38.91190942
-79.96477098,37.77359272
-78.34068363,39.32091668
-78.15720057,39.18625344
-79.87069057,37.79994879
-79.39243233,37.72625426
-78.3100409,39.00480619
-78.65031557,38.40585512
-78.13862807,39.2216197
-78.36166273,38.98922843
-79.09980217,38.14799391
-78.14241938,39.17950638
-78.38225041,39.14089065
-79.98571146,37.78645681
-80.0402631,37.79215068
-78.8720016,38.06262549
-78.90274086,38.06875221
-78.85720728,38.04216071
-78.63023731,38.66728091
-78.2546923,39.27779162
-79.15475023,38.26251468
-78.34713453,39.01534057
-78.33897553,39.00998438
-78.20909096,39.19271706
-78.18493871,38.91311701
-78.84641183,38.43421361
-78.74481936,38.56491989
-79.07739221,38.06927052
-78.91024699,38.43642723
-79.01699362,38.10733535
-78.58367971,38.61141868
-78.64751286,38.64595806
-78.87307461,38.44252555
-78.85549295,38.44916243
-78.33560052,39.00720573
-78.26033267,39.28545134
-79.22614543,38.18682742
-78.08015658,38.97501142
-78.89255957,38.0635393
-78.8474585,38.44660985
-78.85583027,38.43928804
-78.19693349,39.19112247
-78.87303423,38.42403114
-78.08244855,39.18106856
-78.93674496,38.27498848
-78.20020947,38.9653402
-78.64842952,38.70422982
-78.13429437,39.18481141
-78.93917423,38.26615509
-78.87068787,38.44914851
-78.9233417,38.34558073
-79.03640285,38.00228424
-79.03809832,38.13002499
-78.81678803,38.32669873
-79.0565075,38.14334512
-79.2831474,37.88261581
-78.18778261,38.91869584
-78.92852373,38.41091749
-79.47969355,37.65293181
-78.87072828,38.03627602
-79.10217529,38.17499106
-79.15475817,38.03118386
-78.16852834,39.00770377
-78.8678807,38.44926141
-78.61877473,38.40571279
-79.01057145,38.11285817
-78.72145304,38.59943142
-80.03426221,37.74980348
-78.9953918,38.10902885
-78.83665385,38.3881179
-77.96841198,39.17663779
-78.08482118,39.18253207
-79.43174241,37.80754634
-78.93674981,38.06334836
-79.12543805,38.03879152
-78.72737374,38.58149591
-78.87475581,38.41878969
-78.65026543,38.40586831
-78.19789944,39.08408313
-78.15970902,39.18067334
-79.28091567,38.14015539
-78.14682157,38.90876777
-78.30918141,39.3242655
-78.09643242,39.25600809
-78.45870706,38.66405284
-79.08580976,38.43049414
-78.19929744,39.16076638
-77.85388001,39.11626592
-78.63949185,38.75756423
-79.01421978,38.11432978
-79.44003551,37.78209388
-78.20495291,38.90473181
-78.18267044,39.18975258
-78.94893226,38.26605557
-79.27760001,37.86558664
-78.80393135,38.80332845
-78.61872725,38.4064311
-79.49588506,37.67931103
-79.05141163,38.03021113
-78.34849126,39.01344041
-78.13413682,38.91168209
-78.94565118,38.06222888
-78.25748932,39.2821219
-78.97110555,38.07093998
-78.86372829,38.45637523
-79.04283524,38.42189709
-78.09988172,39.25677976
-78.90147263,38.0780363
-79.22418617,38.2818263
-78.16852751,39.16813835
-79.44477302,37.78505326
-78.86551558,38.45312694
-78.50288445,38.57791703
-78.1627112,39.09237282
-80.05708601,37.70865872
-78.05522839,38.94017672
-79.01545396,38.15697778
-78.88381544,38.39858225
-78.48079044,38.66379128
-78.87054738,38.44967743
-78.14156512,39.18531694
-79.06170289,38.12929242
-78.38852626,39.24405544
-78.61144317,38.7030614
-78.95777622,38.06596235
-79.11653443,37.99786387
-78.85709121,38.45624632
-78.29776854,39.21206511
-78.99580047,38.08909894
-77.92706935,39.03591828
-78.52923042,38.86891015
-78.91802277,38.37740491
-79.25498971,37.92910144
-78.50751562,38.88168329
-77.86201744,39.11433205
-79.99247405,37.79215886
-78.64366136,38.73567822
-78.29759448,39.24436137
-78.92853695,38.28790279
-78.14391335,39.15649058
-78.8499302,38.44416726
-79.9730713,37.77689266
-78.32097038,39.0040358
-78.17926501,39.16907178
-78.11867505,39.03557615
-78.80365589,38.62197903
-78.14091281,39.06099089
-78.25326308,39.09218524
-78.42426283,38.9759639
-78.96796851,38.4650586
-79.37475881,37.74469521
-78.1241445,39.14069248
-78.1825456,39.13119793
-79.09131351,38.35675144
-78.85212923,38.39907793
-79.09181258,38.16507911
-78.32062997,39.00400694
-78.00459755,39.04539377
-78.8521623,38.43884389
-79.98794584,37.78607103
-78.93849785,38.06621855
-78.0992971,39.25959903
-78.28362544,38.81835175
-78.09721559,39.18985078
-78.87512094,38.42867725
-78.88700842,38.43580381
-78.14420105,39.20821537
-78.49204118,38.91731825
-78.82290815,38.40413703
-79.34458587,37.70727608
-78.66186606,38.76514721
-78.1936193,38.91891211
-78.75476627,38.54852844
-78.94518776,38.05916448
-78.26690829,39.40429555
-79.09204036,38.14257783
-78.93674625,38.0630965
-77.98225947,39.02970106
-79.03484523,38.03464807
-78.03992348,39.14073486
-78.88711809,38.06829366
-78.22920992,38.95527283
-78.32012758,39.00397366
-79.02855057,38.0583099
-79.05721939,38.15349316
-78.14011993,39.18494377
-78.19398501,38.92617823
-78.16324408,38.90937476
-79.47548743,37.68631408
-78.19470928,38.95872396
-78.93070807,38.06636897
-78.17019209,39.16002663
-78.18486334,38.90973614
-79.64358864,38.38425665
-78.86369613,38.09337813
-78.8917873,38.42228769
-78.91331146,38.43759446
-79.00556074,38.1120517
-78.18516865,38.97692194
-79.4126825,37.80418267
-78.65885987,38.72449674
-78.39962831,39.07564778
-78.54444714,38.85023239
-78.86809652,38.44929451
-78.19200499,38.96195765
-78.69580289,38.39005157
-78.63584028,38.42560706
-78.73597033,38.63848832
-78.88416949,38.3835979
-79.50770169,37.66987884
-79.85101917,37.80806865
-78.48223248,38.92848461
-78.53588868,38.85742818
-78.85017893,38.45571181
-79.10245743,38.16163317
-79.84966965,37.80864643
-78.0980879,39.09180273
-79.88133027,37.79411746
-78.02069999,39.17338288
-78.86833358,38.45039868
-78.97583032,38.125799
-78.63357549,38.64208482
-78.90438198,38.43191839
-78.45438232,39.09938507
-78.80902696,38.09221811
-78.76758912,38.30194842
-79.05128937,38.33339177
-78.51989431,38.89961033
-79.47475356,37.6961237
-78.81622741,38.52349357
-78.50765603,38.88300566
-78.91010962,38.07470383
-78.14141235,39.21569402
-79.20208362,38.20950275
-78.47849676,38.67474693
-78.89005962,38.43750686
-79.75344821,37.82837587
-78.02838728,39.14598545
-78.19405666,38.96191098
-78.89458852,38.06092426
-78.3230818,39.07854317
-78.93453605,38.28893952
-78.22324911,39.07540419
-78.47853529,38.57516867
-78.52345359,38.85977666
-79.7442103,37.82156157
-78.84598553,38.42496959
-78.15908943,39.17202619
-78.98637734,38.08453084
-79.0749385,38.06693124
-78.89974006,38.42233683
-78.94150539,38.062067
-78.55938458,38.44680304
-78.78723388,38.50563607
-78.87286026,38.61019298
-78.19727542,39.19319759
-77.97546761,39.15132105
-78.92431788,38.36230614
-78.46164218,38.94632469
-78.17167105,39.16641408
-78.20233458,39.08077491
-78.99944359,38.09314166
-78.16490301,39.16553853
-78.9285791,38.41081078
-79.05551739,38.44554556
-79.07787895,38.15804268
-78.26666065,39.40458562
-79.57078425,37.93912792
-78.19973466,39.19103499
-78.87763577,38.08884875
-78.10196567,39.19162193
-78.08939557,39.07553194
-78.96297113,38.24033169
-78.80746561,38.48680698
-78.83920452,38.1342619
-79.07460484,38.16948658
-79.03106813,38.01092004
-78.36472563,39.02561346
-78.9373322,38.45408635
-79.59421847,37.61256357
-78.15340063,39.18017627
-78.49379156,38.61300638
-78.57692354,38.82994376
-78.8685725,38.03384032
-79.12158161,38.57910518
-78.89405064,38.07588246
-79.05975024,38.20509909
-79.91862328,37.77797577
-78.15534064,39.17813127
-78.07746981,39.14322557
-78.1806776,39.16764642
-78.65488462,38.67953213
-78.75173326,38.55158756
-78.71789302,38.40626161
-78.66971832,38.75605357
-78.90602576,38.40497974
-78.3450692,38.81147089
-78.03888282,39.05791528
-78.89428772,38.41978808
-79.10849469,38.12465133
-79.82301112,37.81276878
-78.59878923,38.78387184
-78.11314018,39.17949561
-78.85542284,38.42607392
-78.9638138,38.25063414
-78.95711266,38.41195793
-78.79399966,38.52464827
-78.15502923,39.17882447
-78.87571473,38.43004164
-78.16586184,39.0929302
-79.33165037,37.86861566
-79.43140174,37.77907328
-78.86550394,38.453173
-78.18360269,38.90199497
-78.15814907,39.15749008
-78.17817942,39.03120255
-78.1677632,39.01057073
-78.19170942,39.19168776
-77.85591746,39.14162786
-78.70904429,38.61284123
-78.94914054,38.51596703
-78.97428609,38.04760724
-78.33555621,39.00723163
-78.8715829,38.45373009
-79.03155516,38.03048454
-78.57359096,38.82010333
-79.31357941,37.81272554
-78.15534366,39.16116199
-78.14204964,39.17237191
-78.41033831,38.9903763
-78.08037462,38.97495313
-78.83963805,38.42539827
-79.6128468,38.12443029
-78.93308763,38.2880548
-78.87203039,38.45195443
-78.09102155,39.08740239
-79.10883965,38.09579801
-78.93164681,38.06586928
-78.87720342,38.06582661
-78.15568416,39.16082132
-78.96622469,38.06898198
-78.27696338,39.22179611
-78.19663053,38.95720969
-78.43680066,39.08970428
-78.95861771,38.39603341
-78.12792287,38.91264916
-78.93008349,38.30582358
-78.93012859,38.30416109
-78.48496287,38.9257481
-78.13293436,38.91182899
-78.93271721,38.33095452
-78.86557142,38.45313553
-78.88451002,38.41756445
-78.98829366,38.40921688
-78.8483967,38.42978353
-78.1379818,39.22190432
-79.95595953,37.77070398
-78.85882247,38.47416075
-78.85406595,38.44180085
-79.04398347,38.13519217
-78.85083186,38.43748906
-78.67113708,38.40982243
-78.50770994,38.68456325
-78.87151195,38.03838303
-78.52161078,38.87108621
-78.18924328,38.965764
-79.98946131,37.79871295
-78.87302598,38.44248503
-79.39763457,37.81313321
-79.06885202,38.13613237
-78.15731802,39.16189997
-78.1899713,39.16590623
-79.44545634,37.66023163
-78.34324316,39.0022739
-78.31843005,39.3431234
-78.1878842,39.15193451
-78.16361073,39.16516113
-78.86055088,38.43019754
-78.6463106,38.45206955
-79.44273102,37.7856194
-78.95347793,38.26707603
-78.1406339,39.21623697
-79.05217002,38.04340403
-79.4147481,37.74984491
-79.05052258,38.50083416
-78.85901089,38.38441267
-78.37852311,39.04393617
-78.48139268,38.60659865
-78.99209111,38.21213692
-79.44265169,37.8235657
-79.55283637,37.64929157
-79.47464735,37.69731148
-78.14068719,39.18515201
-78.87116961,38.34358666
-78.88564372,38.08208538
-78.87472921,38.43697089
-79.07574861,38.17090953
-78.17698013,39.13610685
-79.0274789,38.0657275
-78.99484767,38.19199615
-78.86826513,38.08085945
-78.85662627,38.34401358
-79.06023304,38.18703593
-78.20303789,38.95936785
-79.00929546,38.16577858
-78.90479406,38.43222819
-78.84806989,38.43969009
-79.20865171,37.95318916
-78.13724761,39.22586273
-78.13768869,39.1847273
-78.25748932,39.2821219
-78.13565604,39.21837996
-79.06261294,38.10681592
-79.02098722,38.14144389
-79.44631433,37.71622602
-78.81138683,38.47826067
-78.24047715,39.05557569
-78.92063678,38.38790802
-78.62536172,38.38656701
-78.4209747,38.72820258
-78.90056034,38.07238843
-79.79514219,38.29809628
-78.26852928,39.21543151
-78.92794452,38.35745084
-78.17049606,39.16656893
-78.93645205,38.06345609
-79.31421341,37.8384206
-79.03292516,38.02196051
-78.46014711,38.93284456
-79.22832341,37.93272811
-78.65024689,38.40587286
-78.18052746,39.1680474
-79.01666351,38.11567862
-78.14981751,39.18601599
-78.52374199,38.60343114
-78.77091849,38.58857785
-78.91088167,38.11929515
-78.09110286,39.18449429
-78.87517595,38.4287982
-78.40053667,38.97403269
-78.48166827,38.60539159
-78.28390262,39.00145974
-78.77906165,38.51640799
-78.86663623,38.41689239
-78.46011449,38.66552474
-79.78762051,37.79391072
-79.91920295,37.96811829
-78.97478299,38.10216894
-78.81068826,38.3927097
-79.22710306,37.93079455
-79.59128044,37.61441366
-78.46460467,38.66819009
-79.0490592,38.02878181
-78.86391679,38.25270678
-78.08903798,38.9130083
-78.91710619,38.07756654
-78.43706411,39.08990505
-80.00668575,37.87053541
-78.28058849,39.17921436
-79.18950003,37.97359328
-79.37375435,37.82971675
-79.30903376,37.81451313
-78.91454029,38.39692168
-78.96886257,37.98093596
-78.22217458,38.94839785
-78.84545956,38.43842587
-78.88195207,38.4334774
-79.92282615,37.78025349
-78.8680232,38.08339192
-78.87601004,38.34915409
-78.14235248,39.1798965
-79.36312349,37.84212151
-78.66863018,38.72517549
-79.04485879,38.12199333
-78.84661833,38.12815393
-78.12225846,39.16740544
-79.54635066,38.35380234
-79.07281462,38.15492877
-79.63950723,38.44062431
-80.09182353,37.68934765
-78.95548321,38.26328461
-78.88533112,38.54014016
-79.09273285,38.3157835
-78.75479777,38.3481431
-78.14518256,39.15994653
-79.50380126,37.66920405
-79.05746813,38.32656312
-78.86668372,38.43537737
-78.13636331,39.21149733
-78.13516014,39.21987151
-79.91968823,37.77821809
-78.89344326,38.58936996
-79.43577461,37.72381197
-78.21782942,39.08286076
-79.48352889,37.84563542
-78.42649787,38.97358885
-78.75204574,38.31469545
-78.84692498,38.44716811
-78.91241639,38.43724817
-79.12303462,38.04852094
-78.20309329,39.18479876
-78.87303814,38.44249516
-79.19617638,37.96804244
-78.87456138,38.45030445
-78.02365426,39.17390198
-78.74360016,38.37233238
-78.26570844,39.03175746
-78.11563307,38.95553227
-78.06971676,39.17705662
-78.87459752,38.42756398
-78.16874871,39.15625863
-78.49438609,38.66017482
-79.16950396,37.97852985
-79.43711645,37.78550607
-78.85476906,38.43149842
-78.17152395,39.15885104
-78.66508412,38.40089437
-78.16490496,39.18175492
-78.19447817,38.91193437
-78.40612586,38.85553593
-78.18614733,39.09795347
-78.90705739,38.0478038
-78.83906278,38.42502344
-78.89028461,38.43737479
-78.72736556,38.37705647
-77.94286607,39.02637694
-78.19288375,39.08038051
-79.08661885,38.31000394
-79.04315485,38.13471276
-79.43624368,37.77937921
-78.83705979,38.41750799
-78.19416122,38.93000275
-79.38023973,37.74359185
-78.39677373,38.99640218
-78.8987066,38.06175966
-79.32355859,37.80579994
-79.18078009,38.17425564
-78.16187379,39.09198277
-80.0592317,37.80768927
-78.84473012,38.17924465
-80.05016155,37.80046761
-79.40007062,37.78482679
-78.44448119,38.64061976
-78.88347251,38.43147536
-78.11683577,39.11111827
-79.31074259,37.73626035
-78.93318828,38.34699685
-79.04954034,38.03167893
-79.14673579,38.02979667
-78.1898239,39.14346958
-78.27673351,39.22204643
-78.16170435,39.16919331
-78.8336489,38.41343721
-79.13665224,37.98104752
-77.86286571,39.11431319
-79.4013066,37.79419973
-78.79794941,38.49669415
-78.07820014,38.97557189
-79.07104398,38.15368053
-78.86795983,38.64587574
-78.13425279,39.18550439
-78.13309387,38.91181508
-78.84647858,38.44949939
-78.13944725,39.18482804
-78.90975852,38.39713344
-79.71386079,37.79662809
-79.00584916,38.17112626
-79.1721725,38.03713326
-78.13591279,39.20563667
-78.7863904,38.80359368
-78.09842709,39.26817715
-79.01099395,38.20332675
-78.11933201,39.12431431
-78.16154885,39.18639098
-78.8734456,38.06432661
-78.94194689,38.35655268
-79.43657649,37.77990076
-79.06906313,38.14768258
-79.20601215,37.95686962
-78.33920819,39.00553289
-79.09747322,38.15369221
-78.93353856,38.33838963
-78.08962832,39.28127092
-78.91525809,38.38725541
-78.116456,39.23215779
-79.50871653,37.66529512
-78.31383414,38.98384038
-78.87561242,38.32272087
-78.25901996,38.99572073
-79.04012159,38.11879171
-78.17386425,38.90936405
-78.27403895,38.99871286
-78.58798303,38.64048079
-78.65031042,38.36614636
-78.61735428,38.64180714
-78.46037662,38.94780528
-78.1523108,38.87876025
-78.87490551,38.4407181
-78.56265659,38.57951422
-79.49285429,37.8208569
-78.61388958,38.46902323
-79.43194645,37.6209063
-78.92444991,38.56379044
-78.9586768,38.06296825
-78.96173366,38.09544173
-78.88874491,38.43827841
-78.98583195,38.41857395
-78.91227398,38.56573144
-78.21510125,39.08261988
-79.08259216,38.18569995
-78.95121665,38.45748971
-78.93881073,38.36010102
-78.19465564,38.92505317
-79.40596579,37.75705867
-78.87097565,38.4798778
-78.17702888,39.15647293
-78.87132583,38.45493061
-78.96385574,38.43650399
-78.50218519,38.88588019
-78.19031267,38.92131206
-78.69984956,38.38828351
-79.40004693,37.78491048
-78.68702994,38.92159397
-78.87115349,38.61443911
-78.75157252,38.40657764
-78.44087007,38.70435025
-78.19733899,38.90873554
-79.10582325,38.15435563
-78.83222366,38.36740036
-79.87672107,38.00744559
-78.15792688,39.15842952
-78.66805219,38.84882903
-78.9951505,38.1097857
-78.18479885,38.91050593
-78.11601183,38.91442012
-79.03282523,38.02132364
-78.08536074,39.08361007
-78.85542428,38.42702322
-79.03657997,38.11749837
-78.09345384,39.15097506
-78.16509838,39.16563404
-79.46448305,37.79453354
-79.61313281,37.87292836
-78.86715867,38.4198432
-78.86299114,38.62119607
-78.18951073,38.96591032
-78.16185439,39.15958572
-78.69158507,38.39138393
-79.08192868,38.08083983
-78.8699182,38.4202505
-79.06299965,38.12948249
-78.93001646,38.08260887
-78.90945985,38.6507296
-78.21628437,39.08180297
-78.13806047,39.16953813
-79.01770948,38.11668459
-79.83816442,38.0096478
-79.18723373,37.9417995
-78.94213651,38.38757052
-79.43675491,37.77979669
-78.52512547,38.87094872
-79.4061158,37.75673351
-78.61883412,38.40909387
-79.0301452,38.11386078
-78.82383009,38.32526285
-78.11135676,39.17918786
-78.09651507,39.26631019
-79.96423142,37.77379599
-79.38024246,37.88020171
-79.08710981,38.07598583
-78.77011899,38.36997351
-78.07798796,39.15125162
-78.51619952,38.89066464
-78.89512728,38.03996152
-78.16680184,39.16442556
-79.01786374,38.42666639
-78.5335742,38.55451748
-78.96047373,38.48628549
-77.97676251,39.16125889
-79.5270705,38.34459659
-78.83565559,38.20107456
-79.1404498,38.02019846
-78.98773043,38.08366281
-78.84583496,38.42481719
-78.83739366,38.41971166
-78.18291245,38.91032668
-78.80485861,38.67019679
-78.35843979,38.9925539
-78.88438375,38.22732233
-78.81990195,38.37563498
-78.45728143,38.56647219
-78.1242902,38.91451288
-78.88705371,38.4272067
-79.18612948,37.94301606
-79.09028585,38.14903518
-78.30594179,38.83701777
-78.87832775,38.44373046
-78.73353464,38.37086067
-78.62191999,38.77175155
-78.66963113,38.75603137
-78.90335885,38.36828187
-78.35534062,38.98748091
-80.05900123,37.80734915
-78.8888486,38.42549364
-78.09658703,39.29248204
-79.98254563,37.77201
-79.06002592,38.39308718
-78.98707111,38.22635468
-78.35087651,39.01432258
-78.82275255,38.37373748
-79.04163263,38.13299415
-78.14790788,39.1860616
-78.19215168,39.19088905
-77.99197088,39.13763233
-78.43505504,38.86206662
-78.82179436,38.47769812
-79.72041668,38.05019945
-78.97966603,38.47129086
-78.9267856,38.35723301
-78.85702338,38.45966883
-78.18860004,39.14944611
-79.98300389,37.7627604
-77.9201364,39.18892226
-78.16750695,39.09764557
-79.99335135,37.79235464
-78.98113332,38.07661967
-78.16491226,39.16555942
-78.13717494,39.21772616
-78.88309398,38.43393919
-78.78395476,38.35179668
-78.17741258,39.22052182
-78.13994354,38.90921801
-78.2562551,38.92966063
-78.08148344,39.08568151
-78.47255592,38.67142915
-78.85491868,38.42899813
-79.50877298,38.48294538
-78.43941889,38.99350371
-78.84411353,38.44339995
-78.17598071,39.07978681
-79.9891369,37.84103933
-80.02324989,37.78660334
-78.09636093,39.18507928
-79.03219865,38.18123443
-78.20518677,38.90469296
-78.14308061,39.21458901
-78.98808178,37.97096209
-79.30484828,38.11108419
-78.19305215,39.12119901
-78.87535521,38.06875642
-78.90719198,38.40657011
-79.0075121,38.04296132
-78.19660643,38.95722974
-78.15874337,39.1273771
-78.19058018,38.9603173
-79.97833329,37.77827335
-78.12440446,39.05897181
-78.26517135,39.10930486
-78.47946548,38.53580152
-78.56566568,38.82617272
-79.81334673,37.82969704
-78.16727574,39.17978404
-78.116,39.19001
-78.16994526,39.17719351
-78.14115,39.18513728
-79.46918739,37.71074237
-78.13895353,39.18253
-78.86593619,38.41596317
-78.93798086,38.06477746
-78.65251113,38.36566749
-78.16786999,39.17822884
-79.17948193,37.98779012
-78.19442165,38.91212348
-78.84842556,38.42978001
-79.03851062,38.17117471
-79.45946085,37.84580975
-78.18771953,38.95777031
-78.8605368,38.55750189
-79.40338152,37.77101538
-79.44203254,37.71896078
-78.89292485,38.03933717
-79.44310823,37.75570827
-78.18223619,39.21036558
-78.87468964,38.42776289
-78.83621599,38.41640211
-78.17459909,39.17038486
-78.18468296,38.91209471
-78.87236345,38.443153
-78.19272877,39.11813113
-78.19069791,39.12598886
-79.27435601,37.89445658
-78.85987277,38.03429082
-78.06233957,38.97457154
-78.13693955,39.21633273
-79.74053149,37.81371129
-78.81352686,38.31795485
-79.04451729,38.16523857
-78.46884207,38.94050874
-79.81846687,37.81524697
-78.9340894,38.07532571
-79.10620089,38.06579891
-78.12225846,39.16740544
-78.17286596,39.18679182
-78.46159826,38.67272752
-79.7633856,38.03947297
-79.43716697,37.78552633
-78.1798752,39.06964408
-78.16049921,38.92379967
-79.28023602,38.27681945
-78.85723369,38.45309329
-78.18698481,39.13845055
-78.38320811,39.03698388
-78.79199824,38.45550164
-78.80639999,38.64812194
-78.35762387,38.99131035
-78.87275557,38.42405369
-78.95299198,38.11895869
-78.76313368,38.54057031
-78.93147657,38.08053512
-78.43880954,38.96356198
-78.35400328,39.3559322
-78.89097298,38.40581908
-79.38882418,37.88520521
-79.07472176,38.14935132
-78.90328197,38.07322046
-78.71039071,38.61154878
-78.44211851,38.70262903
-78.11942425,39.18703008
-78.16296302,39.16794212
-78.30442629,39.0072716
-78.78670427,38.80389354
-78.75046138,38.73131845
-78.74791229,38.55715472
-79.90377555,37.78546708
-79.84186924,37.81694883
-78.97531085,38.10244788
-78.85322098,38.44619106
-78.79759078,38.37750638
-79.9820866,37.88188611
-79.4176122,37.7470779
-78.18289258,39.04272327
-78.23196783,39.19223364
-78.69501717,38.8237306
-78.01940044,39.17285809
-78.18997909,38.96578272
-78.92408004,37.98072387
-78.20329225,39.10395581
-79.03259936,38.01992453
-78.46098019,38.94728457
-78.19837132,39.2247569
-79.35081268,37.85653788
-78.46008293,38.66552454
-78.89032552,38.06243226
-79.39991309,37.78529381
-78.152669,39.18251566
-78.39272681,38.99828769
-79.43380398,37.63832555
-79.01159746,38.1675692
-78.12147339,39.29320471
-78.18107298,39.16160639
-78.14291679,39.21475461
-78.11831876,39.11806399
-78.87764836,38.06594697
-78.99658401,38.19029473
-78.89104836,38.45419853
-78.87350634,38.07364692
-79.31938154,37.87094558
-78.13224679,39.18511682
-79.07481683,38.15036533
-78.03467603,39.01674357
-78.95052117,38.06411614
-79.44397742,37.78203329
-78.86503463,38.45092596
-80.08392139,37.66929963
-78.15351589,39.18458631
-78.56609225,38.44472076
-77.87826854,39.08105867
-78.18203658,39.21101106
-79.31647493,37.93347206
-79.21846458,37.94177414
-79.75666674,38.26526776
-78.1226032,39.18122589
-78.19923731,38.9375534
-78.32882331,39.04953879
-78.57569648,38.8304721
-78.87291848,38.44256616
-78.27248422,39.02565486
-78.13307614,38.91181659
-79.74333116,37.8104129
-78.1977507,39.1078207
-78.84712511,38.42697567
-79.76276628,38.03985618
-79.8518211,37.80773312
-77.9858515,39.1541301
-78.15278846,39.15999232
-79.89624684,37.78760428
-78.1945268,38.9588862
-78.20640147,39.0956955
-79.36197171,37.85046591
-78.67306683,38.84494748
-78.19486311,39.19118856
-78.80932335,38.27379767
-78.59195771,38.48346498
-78.87276,38.42199
-78.80806919,38.57718922
-78.11598042,39.10835163
-78.62393011,38.79573844
-78.88682379,38.43974774
-78.30481728,39.16820143
-79.26619297,37.88988899
-78.89768711,38.07259846
-78.19574027,38.95800159
-78.19605142,39.1145022
-78.28681736,38.96567616
-78.8550827,38.4261016
-78.91252774,38.392877
-78.04742099,39.1503657
-78.60908326,38.63907891
-78.53183842,38.86342361
-79.51184273,37.66199946
-78.91457202,38.3887095
-79.1746481,37.97248748
-78.87151554,38.4541751
-78.6070098,38.55210306
-79.03015139,38.1302818
-79.50753148,37.86908738
-78.28235698,39.21756202
-79.99369711,37.77333552
-79.52328408,38.00076723
-79.36901844,37.83591671
-78.68534501,38.63642409
